800	22800	41	25
800	23800	40	27
1800	21800	69	24
1800	22800	70	25
1800	23800	69	26
2800	21800	92	25
2800	22800	94	25
2800	23800	93	26
3800	21800	111	25
3800	22800	112	26
3800	23800	111	26
4800	21800	126	25
4800	22800	127	26
4800	23800	126	26
5800	21800	137	25
5800	22800	138	26
5800	23800	137	26
6800	21800	147	24
6800	22800	148	26
6800	23800	147	27
7800	21800	156	23
7800	22800	157	26
7800	23800	156	28
800	24199	39	28
6800	21800	147	23
6800	22800	148	25
6800	23800	148	28
7800	21800	157	24
7800	22800	157	25
7800	23800	157	27
8800	21800	162	25
8800	22800	162	25
8800	23800	162	26
9800	21800	165	25
9800	22800	165	26
9800	23800	165	26
10800	21800	166	25
10800	22800	166	26
10800	23800	166	26
11800	21800	167	25
11800	22800	167	26
11800	23800	167	26
12800	21800	168	25
12800	22800	168	26
12800	23800	168	27
13800	21800	171	24
13800	22800	171	26
13800	23800	171	28
12800	21800	168	23
12800	22800	168	26
12800	23800	168	28
13800	21800	172	25
13800	22800	172	26
13800	23800	172	27
14800	21800	174	25
14800	22800	174	26
14800	23800	174	26
15800	21800	177	26
15800	22800	176	26
15800	23800	177	26
16800	21800	180	26
16800	22800	180	26
16800	23800	180	26
17800	21800	186	26
17800	22800	185	26
17800	23800	185	26
18800	21800	194	25
18800	22800	193	26
18800	23800	194	26
19800	21800	207	24
19800	22800	206	26
19800	23800	206	27
18800	21800	194	23
18800	22800	193	26
18800	23800	193	28
19800	21800	207	24
19800	22800	206	26
19800	23800	207	27
20800	21800	223	24
20800	22800	222	26
20800	23800	222	27
21800	21800	241	25
21800	22800	240	26
21800	23800	241	27
22800	21800	263	25
22800	22800	262	26
22800	23800	263	27
23800	21800	291	24
23800	22800	289	26
23800	23800	290	27
24199	24199	303	28
